track,framework,difficulty,sequence,question_code,module,title,category,time_estimate_minutes,points,case_study,scenario,starter_file,solution_file,tags
"java","junit","easy","1","java-easy-01","Core Syntax and Data Handling","Java Core Syntax and Data Handling Exercise 01","backend","30","100","no","","src/Main.java","src/Main.java","java|easy|core-syntax-and-data-handling|curriculum"
"java","junit","easy","2","java-easy-02","Functions Classes and Architecture","Java Functions Classes and Architecture Exercise 02","backend","30","100","no","","src/Main.java","src/Main.java","java|easy|functions-classes-and-architecture|curriculum"
"java","junit","easy","3","java-easy-03","Functions Classes and Architecture","Java Functions Classes and Architecture Exercise 03","backend","30","100","no","","src/Main.java","src/Main.java","java|easy|functions-classes-and-architecture|curriculum"
"java","junit","easy","4","java-easy-04","Validation and Error Handling","Java Validation and Error Handling Exercise 04","backend","30","100","no","","src/Main.java","src/Main.java","java|easy|validation-and-error-handling|curriculum"
"java","junit","easy","5","java-easy-05","Testing and Quality","Java Testing and Quality Exercise 05","backend","30","100","no","","src/Main.java","src/Main.java","java|easy|testing-and-quality|curriculum"
"java","junit","easy","6","java-easy-06","API and Data Integration","Java API and Data Integration Exercise 06","backend","30","100","no","","src/Main.java","src/Main.java","java|easy|api-and-data-integration|curriculum"
"java","junit","easy","7","java-easy-07","Core Syntax and Data Handling","Java Core Syntax and Data Handling Exercise 07","backend","30","100","no","","src/Main.java","src/Main.java","java|easy|core-syntax-and-data-handling|curriculum"
"java","junit","easy","8","java-easy-08","Performance and Robustness","Java Performance and Robustness Exercise 08","backend","30","100","no","","src/Main.java","src/Main.java","java|easy|performance-and-robustness|curriculum"
"java","junit","medium","1","java-medium-01","API and Data Integration","Java Case Study 01 - Expense claims compliance workflow","backend","45","150","yes","Expense claims compliance workflow","src/Main.java","src/Main.java","java|medium|api-and-data-integration|curriculum"
"java","junit","medium","2","java-medium-02","Functions Classes and Architecture","Java Case Study 02 - Support ticket SLA routing","backend","45","150","yes","Support ticket SLA routing","src/Main.java","src/Main.java","java|medium|functions-classes-and-architecture|curriculum"
"java","junit","medium","3","java-medium-03","Validation and Error Handling","Java Case Study 03 - Inventory reorder and audit checks","backend","45","150","yes","Inventory reorder and audit checks","src/Main.java","src/Main.java","java|medium|validation-and-error-handling|curriculum"
"java","junit","medium","4","java-medium-04","Testing and Quality","Java Case Study 04 - Subscription billing adjustments","backend","45","150","yes","Subscription billing adjustments","src/Main.java","src/Main.java","java|medium|testing-and-quality|curriculum"
"java","junit","medium","5","java-medium-05","Performance and Robustness","Java Case Study 05 - Visitor desk approval compliance","backend","45","150","yes","Visitor desk approval compliance","src/Main.java","src/Main.java","java|medium|performance-and-robustness|curriculum"
"java","junit","medium","6","java-medium-06","API and Data Integration","Java Case Study 06 - Expense claims compliance workflow","backend","45","150","yes","Expense claims compliance workflow","src/Main.java","src/Main.java","java|medium|api-and-data-integration|curriculum"
"java","junit","medium","7","java-medium-07","Performance and Robustness","Java Case Study 07 - Support ticket SLA routing","backend","45","150","yes","Support ticket SLA routing","src/Main.java","src/Main.java","java|medium|performance-and-robustness|curriculum"
"java","junit","medium","8","java-medium-08","Core Syntax and Data Handling","Java Case Study 08 - Inventory reorder and audit checks","backend","45","150","yes","Inventory reorder and audit checks","src/Main.java","src/Main.java","java|medium|core-syntax-and-data-handling|curriculum"
"java","junit","medium","9","java-medium-09","API and Data Integration","Java Case Study 09 - Subscription billing adjustments","backend","45","150","yes","Subscription billing adjustments","src/Main.java","src/Main.java","java|medium|api-and-data-integration|curriculum"
"java","junit","hard","1","java-hard-01","Performance and Robustness","Java Case Study 01 - Expense claims compliance workflow","backend","60","200","yes","Expense claims compliance workflow","src/Main.java","src/Main.java","java|hard|performance-and-robustness|curriculum"
"java","junit","hard","2","java-hard-02","API and Data Integration","Java Case Study 02 - Support ticket SLA routing","backend","60","200","yes","Support ticket SLA routing","src/Main.java","src/Main.java","java|hard|api-and-data-integration|curriculum"
"java","junit","hard","3","java-hard-03","Performance and Robustness","Java Case Study 03 - Inventory reorder and audit checks","backend","60","200","yes","Inventory reorder and audit checks","src/Main.java","src/Main.java","java|hard|performance-and-robustness|curriculum"
"java","junit","hard","4","java-hard-04","Functions Classes and Architecture","Java Case Study 04 - Subscription billing adjustments","backend","60","200","yes","Subscription billing adjustments","src/Main.java","src/Main.java","java|hard|functions-classes-and-architecture|curriculum"
"java","junit","hard","5","java-hard-05","Validation and Error Handling","Java Case Study 05 - Visitor desk approval compliance","backend","60","200","yes","Visitor desk approval compliance","src/Main.java","src/Main.java","java|hard|validation-and-error-handling|curriculum"
"java","junit","hard","6","java-hard-06","Testing and Quality","Java Case Study 06 - Expense claims compliance workflow","backend","60","200","yes","Expense claims compliance workflow","src/Main.java","src/Main.java","java|hard|testing-and-quality|curriculum"
"java","junit","hard","7","java-hard-07","Performance and Robustness","Java Case Study 07 - Support ticket SLA routing","backend","60","200","yes","Support ticket SLA routing","src/Main.java","src/Main.java","java|hard|performance-and-robustness|curriculum"
"java","junit","hard","8","java-hard-08","API and Data Integration","Java Case Study 08 - Inventory reorder and audit checks","backend","60","200","yes","Inventory reorder and audit checks","src/Main.java","src/Main.java","java|hard|api-and-data-integration|curriculum"
"python","pytest","easy","1","python-easy-01","Core Syntax and Data Handling","Python Core Syntax and Data Handling Exercise 01","backend","30","100","no","","solution.py","solution.py","python|easy|core-syntax-and-data-handling|curriculum"
"python","pytest","easy","2","python-easy-02","Functions Classes and Architecture","Python Functions Classes and Architecture Exercise 02","backend","30","100","no","","solution.py","solution.py","python|easy|functions-classes-and-architecture|curriculum"
"python","pytest","easy","3","python-easy-03","Functions Classes and Architecture","Python Functions Classes and Architecture Exercise 03","backend","30","100","no","","solution.py","solution.py","python|easy|functions-classes-and-architecture|curriculum"
"python","pytest","easy","4","python-easy-04","Validation and Error Handling","Python Validation and Error Handling Exercise 04","backend","30","100","no","","solution.py","solution.py","python|easy|validation-and-error-handling|curriculum"
"python","pytest","easy","5","python-easy-05","Testing and Quality","Python Testing and Quality Exercise 05","backend","30","100","no","","solution.py","solution.py","python|easy|testing-and-quality|curriculum"
"python","pytest","easy","6","python-easy-06","API and Data Integration","Python API and Data Integration Exercise 06","backend","30","100","no","","solution.py","solution.py","python|easy|api-and-data-integration|curriculum"
"python","pytest","easy","7","python-easy-07","Core Syntax and Data Handling","Python Core Syntax and Data Handling Exercise 07","backend","30","100","no","","solution.py","solution.py","python|easy|core-syntax-and-data-handling|curriculum"
"python","pytest","easy","8","python-easy-08","Performance and Robustness","Python Performance and Robustness Exercise 08","backend","30","100","no","","solution.py","solution.py","python|easy|performance-and-robustness|curriculum"
"python","pytest","medium","1","python-medium-01","API and Data Integration","Python Case Study 01 - Expense claims compliance workflow","backend","45","150","yes","Expense claims compliance workflow","solution.py","solution.py","python|medium|api-and-data-integration|curriculum"
"python","pytest","medium","2","python-medium-02","Functions Classes and Architecture","Python Case Study 02 - Support ticket SLA routing","backend","45","150","yes","Support ticket SLA routing","solution.py","solution.py","python|medium|functions-classes-and-architecture|curriculum"
"python","pytest","medium","3","python-medium-03","Validation and Error Handling","Python Case Study 03 - Inventory reorder and audit checks","backend","45","150","yes","Inventory reorder and audit checks","solution.py","solution.py","python|medium|validation-and-error-handling|curriculum"
"python","pytest","medium","4","python-medium-04","Testing and Quality","Python Case Study 04 - Subscription billing adjustments","backend","45","150","yes","Subscription billing adjustments","solution.py","solution.py","python|medium|testing-and-quality|curriculum"
"python","pytest","medium","5","python-medium-05","Performance and Robustness","Python Case Study 05 - Visitor desk approval compliance","backend","45","150","yes","Visitor desk approval compliance","solution.py","solution.py","python|medium|performance-and-robustness|curriculum"
"python","pytest","medium","6","python-medium-06","API and Data Integration","Python Case Study 06 - Expense claims compliance workflow","backend","45","150","yes","Expense claims compliance workflow","solution.py","solution.py","python|medium|api-and-data-integration|curriculum"
"python","pytest","medium","7","python-medium-07","Performance and Robustness","Python Case Study 07 - Support ticket SLA routing","backend","45","150","yes","Support ticket SLA routing","solution.py","solution.py","python|medium|performance-and-robustness|curriculum"
"python","pytest","medium","8","python-medium-08","Core Syntax and Data Handling","Python Case Study 08 - Inventory reorder and audit checks","backend","45","150","yes","Inventory reorder and audit checks","solution.py","solution.py","python|medium|core-syntax-and-data-handling|curriculum"
"python","pytest","medium","9","python-medium-09","API and Data Integration","Python Case Study 09 - Subscription billing adjustments","backend","45","150","yes","Subscription billing adjustments","solution.py","solution.py","python|medium|api-and-data-integration|curriculum"
"python","pytest","hard","1","python-hard-01","Performance and Robustness","Python Case Study 01 - Expense claims compliance workflow","backend","60","200","yes","Expense claims compliance workflow","solution.py","solution.py","python|hard|performance-and-robustness|curriculum"
"python","pytest","hard","2","python-hard-02","API and Data Integration","Python Case Study 02 - Support ticket SLA routing","backend","60","200","yes","Support ticket SLA routing","solution.py","solution.py","python|hard|api-and-data-integration|curriculum"
"python","pytest","hard","3","python-hard-03","Performance and Robustness","Python Case Study 03 - Inventory reorder and audit checks","backend","60","200","yes","Inventory reorder and audit checks","solution.py","solution.py","python|hard|performance-and-robustness|curriculum"
"python","pytest","hard","4","python-hard-04","Functions Classes and Architecture","Python Case Study 04 - Subscription billing adjustments","backend","60","200","yes","Subscription billing adjustments","solution.py","solution.py","python|hard|functions-classes-and-architecture|curriculum"
"python","pytest","hard","5","python-hard-05","Validation and Error Handling","Python Case Study 05 - Visitor desk approval compliance","backend","60","200","yes","Visitor desk approval compliance","solution.py","solution.py","python|hard|validation-and-error-handling|curriculum"
"python","pytest","hard","6","python-hard-06","Testing and Quality","Python Case Study 06 - Expense claims compliance workflow","backend","60","200","yes","Expense claims compliance workflow","solution.py","solution.py","python|hard|testing-and-quality|curriculum"
"python","pytest","hard","7","python-hard-07","Performance and Robustness","Python Case Study 07 - Support ticket SLA routing","backend","60","200","yes","Support ticket SLA routing","solution.py","solution.py","python|hard|performance-and-robustness|curriculum"
"python","pytest","hard","8","python-hard-08","API and Data Integration","Python Case Study 08 - Inventory reorder and audit checks","backend","60","200","yes","Inventory reorder and audit checks","solution.py","solution.py","python|hard|api-and-data-integration|curriculum"
"javascript","jest","easy","1","javascript-easy-01","Core Syntax and Data Handling","Javascript Core Syntax and Data Handling Exercise 01","backend","30","100","no","","solution.js","solution.js","javascript|easy|core-syntax-and-data-handling|curriculum"
"javascript","jest","easy","2","javascript-easy-02","Functions Classes and Architecture","Javascript Functions Classes and Architecture Exercise 02","backend","30","100","no","","solution.js","solution.js","javascript|easy|functions-classes-and-architecture|curriculum"
"javascript","jest","easy","3","javascript-easy-03","Functions Classes and Architecture","Javascript Functions Classes and Architecture Exercise 03","backend","30","100","no","","solution.js","solution.js","javascript|easy|functions-classes-and-architecture|curriculum"
"javascript","jest","easy","4","javascript-easy-04","Validation and Error Handling","Javascript Validation and Error Handling Exercise 04","backend","30","100","no","","solution.js","solution.js","javascript|easy|validation-and-error-handling|curriculum"
"javascript","jest","easy","5","javascript-easy-05","Testing and Quality","Javascript Testing and Quality Exercise 05","backend","30","100","no","","solution.js","solution.js","javascript|easy|testing-and-quality|curriculum"
"javascript","jest","easy","6","javascript-easy-06","API and Data Integration","Javascript API and Data Integration Exercise 06","backend","30","100","no","","solution.js","solution.js","javascript|easy|api-and-data-integration|curriculum"
"javascript","jest","easy","7","javascript-easy-07","Core Syntax and Data Handling","Javascript Core Syntax and Data Handling Exercise 07","backend","30","100","no","","solution.js","solution.js","javascript|easy|core-syntax-and-data-handling|curriculum"
"javascript","jest","easy","8","javascript-easy-08","Performance and Robustness","Javascript Performance and Robustness Exercise 08","backend","30","100","no","","solution.js","solution.js","javascript|easy|performance-and-robustness|curriculum"
"javascript","jest","medium","1","javascript-medium-01","API and Data Integration","Javascript Case Study 01 - Expense claims compliance workflow","backend","45","150","yes","Expense claims compliance workflow","solution.js","solution.js","javascript|medium|api-and-data-integration|curriculum"
"javascript","jest","medium","2","javascript-medium-02","Functions Classes and Architecture","Javascript Case Study 02 - Support ticket SLA routing","backend","45","150","yes","Support ticket SLA routing","solution.js","solution.js","javascript|medium|functions-classes-and-architecture|curriculum"
"javascript","jest","medium","3","javascript-medium-03","Validation and Error Handling","Javascript Case Study 03 - Inventory reorder and audit checks","backend","45","150","yes","Inventory reorder and audit checks","solution.js","solution.js","javascript|medium|validation-and-error-handling|curriculum"
"javascript","jest","medium","4","javascript-medium-04","Testing and Quality","Javascript Case Study 04 - Subscription billing adjustments","backend","45","150","yes","Subscription billing adjustments","solution.js","solution.js","javascript|medium|testing-and-quality|curriculum"
"javascript","jest","medium","5","javascript-medium-05","Performance and Robustness","Javascript Case Study 05 - Visitor desk approval compliance","backend","45","150","yes","Visitor desk approval compliance","solution.js","solution.js","javascript|medium|performance-and-robustness|curriculum"
"javascript","jest","medium","6","javascript-medium-06","API and Data Integration","Javascript Case Study 06 - Expense claims compliance workflow","backend","45","150","yes","Expense claims compliance workflow","solution.js","solution.js","javascript|medium|api-and-data-integration|curriculum"
"javascript","jest","medium","7","javascript-medium-07","Performance and Robustness","Javascript Case Study 07 - Support ticket SLA routing","backend","45","150","yes","Support ticket SLA routing","solution.js","solution.js","javascript|medium|performance-and-robustness|curriculum"
"javascript","jest","medium","8","javascript-medium-08","Core Syntax and Data Handling","Javascript Case Study 08 - Inventory reorder and audit checks","backend","45","150","yes","Inventory reorder and audit checks","solution.js","solution.js","javascript|medium|core-syntax-and-data-handling|curriculum"
"javascript","jest","medium","9","javascript-medium-09","API and Data Integration","Javascript Case Study 09 - Subscription billing adjustments","backend","45","150","yes","Subscription billing adjustments","solution.js","solution.js","javascript|medium|api-and-data-integration|curriculum"
"javascript","jest","hard","1","javascript-hard-01","Performance and Robustness","Javascript Case Study 01 - Expense claims compliance workflow","backend","60","200","yes","Expense claims compliance workflow","solution.js","solution.js","javascript|hard|performance-and-robustness|curriculum"
"javascript","jest","hard","2","javascript-hard-02","API and Data Integration","Javascript Case Study 02 - Support ticket SLA routing","backend","60","200","yes","Support ticket SLA routing","solution.js","solution.js","javascript|hard|api-and-data-integration|curriculum"
"javascript","jest","hard","3","javascript-hard-03","Performance and Robustness","Javascript Case Study 03 - Inventory reorder and audit checks","backend","60","200","yes","Inventory reorder and audit checks","solution.js","solution.js","javascript|hard|performance-and-robustness|curriculum"
"javascript","jest","hard","4","javascript-hard-04","Functions Classes and Architecture","Javascript Case Study 04 - Subscription billing adjustments","backend","60","200","yes","Subscription billing adjustments","solution.js","solution.js","javascript|hard|functions-classes-and-architecture|curriculum"
"javascript","jest","hard","5","javascript-hard-05","Validation and Error Handling","Javascript Case Study 05 - Visitor desk approval compliance","backend","60","200","yes","Visitor desk approval compliance","solution.js","solution.js","javascript|hard|validation-and-error-handling|curriculum"
"javascript","jest","hard","6","javascript-hard-06","Testing and Quality","Javascript Case Study 06 - Expense claims compliance workflow","backend","60","200","yes","Expense claims compliance workflow","solution.js","solution.js","javascript|hard|testing-and-quality|curriculum"
"javascript","jest","hard","7","javascript-hard-07","Performance and Robustness","Javascript Case Study 07 - Support ticket SLA routing","backend","60","200","yes","Support ticket SLA routing","solution.js","solution.js","javascript|hard|performance-and-robustness|curriculum"
"javascript","jest","hard","8","javascript-hard-08","API and Data Integration","Javascript Case Study 08 - Inventory reorder and audit checks","backend","60","200","yes","Inventory reorder and audit checks","solution.js","solution.js","javascript|hard|api-and-data-integration|curriculum"
"react","playwright","easy","1","react-easy-01","Core Syntax and Data Handling","React Core Syntax and Data Handling Exercise 01","frontend","30","100","no","","src/App.jsx","src/App.jsx","react|easy|core-syntax-and-data-handling|curriculum"
"react","playwright","easy","2","react-easy-02","Functions Classes and Architecture","React Functions Classes and Architecture Exercise 02","frontend","30","100","no","","src/App.jsx","src/App.jsx","react|easy|functions-classes-and-architecture|curriculum"
"react","playwright","easy","3","react-easy-03","Functions Classes and Architecture","React Functions Classes and Architecture Exercise 03","frontend","30","100","no","","src/App.jsx","src/App.jsx","react|easy|functions-classes-and-architecture|curriculum"
"react","playwright","easy","4","react-easy-04","Validation and Error Handling","React Validation and Error Handling Exercise 04","frontend","30","100","no","","src/App.jsx","src/App.jsx","react|easy|validation-and-error-handling|curriculum"
"react","playwright","easy","5","react-easy-05","Testing and Quality","React Testing and Quality Exercise 05","frontend","30","100","no","","src/App.jsx","src/App.jsx","react|easy|testing-and-quality|curriculum"
"react","playwright","easy","6","react-easy-06","API and Data Integration","React API and Data Integration Exercise 06","frontend","30","100","no","","src/App.jsx","src/App.jsx","react|easy|api-and-data-integration|curriculum"
"react","playwright","easy","7","react-easy-07","Core Syntax and Data Handling","React Core Syntax and Data Handling Exercise 07","frontend","30","100","no","","src/App.jsx","src/App.jsx","react|easy|core-syntax-and-data-handling|curriculum"
"react","playwright","easy","8","react-easy-08","Performance and Robustness","React Performance and Robustness Exercise 08","frontend","30","100","no","","src/App.jsx","src/App.jsx","react|easy|performance-and-robustness|curriculum"
"react","playwright","medium","1","react-medium-01","API and Data Integration","React Case Study 01 - Expense claims compliance workflow","frontend","45","150","yes","Expense claims compliance workflow","src/App.jsx","src/App.jsx","react|medium|api-and-data-integration|curriculum"
"react","playwright","medium","2","react-medium-02","Functions Classes and Architecture","React Case Study 02 - Support ticket SLA routing","frontend","45","150","yes","Support ticket SLA routing","src/App.jsx","src/App.jsx","react|medium|functions-classes-and-architecture|curriculum"
"react","playwright","medium","3","react-medium-03","Validation and Error Handling","React Case Study 03 - Inventory reorder and audit checks","frontend","45","150","yes","Inventory reorder and audit checks","src/App.jsx","src/App.jsx","react|medium|validation-and-error-handling|curriculum"
"react","playwright","medium","4","react-medium-04","Testing and Quality","React Case Study 04 - Subscription billing adjustments","frontend","45","150","yes","Subscription billing adjustments","src/App.jsx","src/App.jsx","react|medium|testing-and-quality|curriculum"
"react","playwright","medium","5","react-medium-05","Performance and Robustness","React Case Study 05 - Visitor desk approval compliance","frontend","45","150","yes","Visitor desk approval compliance","src/App.jsx","src/App.jsx","react|medium|performance-and-robustness|curriculum"
"react","playwright","medium","6","react-medium-06","API and Data Integration","React Case Study 06 - Expense claims compliance workflow","frontend","45","150","yes","Expense claims compliance workflow","src/App.jsx","src/App.jsx","react|medium|api-and-data-integration|curriculum"
"react","playwright","medium","7","react-medium-07","Performance and Robustness","React Case Study 07 - Support ticket SLA routing","frontend","45","150","yes","Support ticket SLA routing","src/App.jsx","src/App.jsx","react|medium|performance-and-robustness|curriculum"
"react","playwright","medium","8","react-medium-08","Core Syntax and Data Handling","React Case Study 08 - Inventory reorder and audit checks","frontend","45","150","yes","Inventory reorder and audit checks","src/App.jsx","src/App.jsx","react|medium|core-syntax-and-data-handling|curriculum"
"react","playwright","medium","9","react-medium-09","API and Data Integration","React Case Study 09 - Subscription billing adjustments","frontend","45","150","yes","Subscription billing adjustments","src/App.jsx","src/App.jsx","react|medium|api-and-data-integration|curriculum"
"react","playwright","hard","1","react-hard-01","Performance and Robustness","React Case Study 01 - Expense claims compliance workflow","frontend","60","200","yes","Expense claims compliance workflow","src/App.jsx","src/App.jsx","react|hard|performance-and-robustness|curriculum"
"react","playwright","hard","2","react-hard-02","API and Data Integration","React Case Study 02 - Support ticket SLA routing","frontend","60","200","yes","Support ticket SLA routing","src/App.jsx","src/App.jsx","react|hard|api-and-data-integration|curriculum"
"react","playwright","hard","3","react-hard-03","Performance and Robustness","React Case Study 03 - Inventory reorder and audit checks","frontend","60","200","yes","Inventory reorder and audit checks","src/App.jsx","src/App.jsx","react|hard|performance-and-robustness|curriculum"
"react","playwright","hard","4","react-hard-04","Functions Classes and Architecture","React Case Study 04 - Subscription billing adjustments","frontend","60","200","yes","Subscription billing adjustments","src/App.jsx","src/App.jsx","react|hard|functions-classes-and-architecture|curriculum"
"react","playwright","hard","5","react-hard-05","Validation and Error Handling","React Case Study 05 - Visitor desk approval compliance","frontend","60","200","yes","Visitor desk approval compliance","src/App.jsx","src/App.jsx","react|hard|validation-and-error-handling|curriculum"
"react","playwright","hard","6","react-hard-06","Testing and Quality","React Case Study 06 - Expense claims compliance workflow","frontend","60","200","yes","Expense claims compliance workflow","src/App.jsx","src/App.jsx","react|hard|testing-and-quality|curriculum"
"react","playwright","hard","7","react-hard-07","Performance and Robustness","React Case Study 07 - Support ticket SLA routing","frontend","60","200","yes","Support ticket SLA routing","src/App.jsx","src/App.jsx","react|hard|performance-and-robustness|curriculum"
"react","playwright","hard","8","react-hard-08","API and Data Integration","React Case Study 08 - Inventory reorder and audit checks","frontend","60","200","yes","Inventory reorder and audit checks","src/App.jsx","src/App.jsx","react|hard|api-and-data-integration|curriculum"
"angular","playwright","easy","1","angular-easy-01","Core Syntax and Data Handling","Angular Core Syntax and Data Handling Exercise 01","frontend","30","100","no","","src/app/app.component.ts","src/app/app.component.ts","angular|easy|core-syntax-and-data-handling|curriculum"
"angular","playwright","easy","2","angular-easy-02","Functions Classes and Architecture","Angular Functions Classes and Architecture Exercise 02","frontend","30","100","no","","src/app/app.component.ts","src/app/app.component.ts","angular|easy|functions-classes-and-architecture|curriculum"
"angular","playwright","easy","3","angular-easy-03","Functions Classes and Architecture","Angular Functions Classes and Architecture Exercise 03","frontend","30","100","no","","src/app/app.component.ts","src/app/app.component.ts","angular|easy|functions-classes-and-architecture|curriculum"
"angular","playwright","easy","4","angular-easy-04","Validation and Error Handling","Angular Validation and Error Handling Exercise 04","frontend","30","100","no","","src/app/app.component.ts","src/app/app.component.ts","angular|easy|validation-and-error-handling|curriculum"
"angular","playwright","easy","5","angular-easy-05","Testing and Quality","Angular Testing and Quality Exercise 05","frontend","30","100","no","","src/app/app.component.ts","src/app/app.component.ts","angular|easy|testing-and-quality|curriculum"
"angular","playwright","easy","6","angular-easy-06","API and Data Integration","Angular API and Data Integration Exercise 06","frontend","30","100","no","","src/app/app.component.ts","src/app/app.component.ts","angular|easy|api-and-data-integration|curriculum"
"angular","playwright","easy","7","angular-easy-07","Core Syntax and Data Handling","Angular Core Syntax and Data Handling Exercise 07","frontend","30","100","no","","src/app/app.component.ts","src/app/app.component.ts","angular|easy|core-syntax-and-data-handling|curriculum"
"angular","playwright","easy","8","angular-easy-08","Performance and Robustness","Angular Performance and Robustness Exercise 08","frontend","30","100","no","","src/app/app.component.ts","src/app/app.component.ts","angular|easy|performance-and-robustness|curriculum"
"angular","playwright","medium","1","angular-medium-01","API and Data Integration","Angular Case Study 01 - Expense claims compliance workflow","frontend","45","150","yes","Expense claims compliance workflow","src/app/app.component.ts","src/app/app.component.ts","angular|medium|api-and-data-integration|curriculum"
"angular","playwright","medium","2","angular-medium-02","Functions Classes and Architecture","Angular Case Study 02 - Support ticket SLA routing","frontend","45","150","yes","Support ticket SLA routing","src/app/app.component.ts","src/app/app.component.ts","angular|medium|functions-classes-and-architecture|curriculum"
"angular","playwright","medium","3","angular-medium-03","Validation and Error Handling","Angular Case Study 03 - Inventory reorder and audit checks","frontend","45","150","yes","Inventory reorder and audit checks","src/app/app.component.ts","src/app/app.component.ts","angular|medium|validation-and-error-handling|curriculum"
"angular","playwright","medium","4","angular-medium-04","Testing and Quality","Angular Case Study 04 - Subscription billing adjustments","frontend","45","150","yes","Subscription billing adjustments","src/app/app.component.ts","src/app/app.component.ts","angular|medium|testing-and-quality|curriculum"
"angular","playwright","medium","5","angular-medium-05","Performance and Robustness","Angular Case Study 05 - Visitor desk approval compliance","frontend","45","150","yes","Visitor desk approval compliance","src/app/app.component.ts","src/app/app.component.ts","angular|medium|performance-and-robustness|curriculum"
"angular","playwright","medium","6","angular-medium-06","API and Data Integration","Angular Case Study 06 - Expense claims compliance workflow","frontend","45","150","yes","Expense claims compliance workflow","src/app/app.component.ts","src/app/app.component.ts","angular|medium|api-and-data-integration|curriculum"
"angular","playwright","medium","7","angular-medium-07","Performance and Robustness","Angular Case Study 07 - Support ticket SLA routing","frontend","45","150","yes","Support ticket SLA routing","src/app/app.component.ts","src/app/app.component.ts","angular|medium|performance-and-robustness|curriculum"
"angular","playwright","medium","8","angular-medium-08","Core Syntax and Data Handling","Angular Case Study 08 - Inventory reorder and audit checks","frontend","45","150","yes","Inventory reorder and audit checks","src/app/app.component.ts","src/app/app.component.ts","angular|medium|core-syntax-and-data-handling|curriculum"
"angular","playwright","medium","9","angular-medium-09","API and Data Integration","Angular Case Study 09 - Subscription billing adjustments","frontend","45","150","yes","Subscription billing adjustments","src/app/app.component.ts","src/app/app.component.ts","angular|medium|api-and-data-integration|curriculum"
"angular","playwright","hard","1","angular-hard-01","Performance and Robustness","Angular Case Study 01 - Expense claims compliance workflow","frontend","60","200","yes","Expense claims compliance workflow","src/app/app.component.ts","src/app/app.component.ts","angular|hard|performance-and-robustness|curriculum"
"angular","playwright","hard","2","angular-hard-02","API and Data Integration","Angular Case Study 02 - Support ticket SLA routing","frontend","60","200","yes","Support ticket SLA routing","src/app/app.component.ts","src/app/app.component.ts","angular|hard|api-and-data-integration|curriculum"
"angular","playwright","hard","3","angular-hard-03","Performance and Robustness","Angular Case Study 03 - Inventory reorder and audit checks","frontend","60","200","yes","Inventory reorder and audit checks","src/app/app.component.ts","src/app/app.component.ts","angular|hard|performance-and-robustness|curriculum"
"angular","playwright","hard","4","angular-hard-04","Functions Classes and Architecture","Angular Case Study 04 - Subscription billing adjustments","frontend","60","200","yes","Subscription billing adjustments","src/app/app.component.ts","src/app/app.component.ts","angular|hard|functions-classes-and-architecture|curriculum"
"angular","playwright","hard","5","angular-hard-05","Validation and Error Handling","Angular Case Study 05 - Visitor desk approval compliance","frontend","60","200","yes","Visitor desk approval compliance","src/app/app.component.ts","src/app/app.component.ts","angular|hard|validation-and-error-handling|curriculum"
"angular","playwright","hard","6","angular-hard-06","Testing and Quality","Angular Case Study 06 - Expense claims compliance workflow","frontend","60","200","yes","Expense claims compliance workflow","src/app/app.component.ts","src/app/app.component.ts","angular|hard|testing-and-quality|curriculum"
"angular","playwright","hard","7","angular-hard-07","Performance and Robustness","Angular Case Study 07 - Support ticket SLA routing","frontend","60","200","yes","Support ticket SLA routing","src/app/app.component.ts","src/app/app.component.ts","angular|hard|performance-and-robustness|curriculum"
"angular","playwright","hard","8","angular-hard-08","API and Data Integration","Angular Case Study 08 - Inventory reorder and audit checks","frontend","60","200","yes","Inventory reorder and audit checks","src/app/app.component.ts","src/app/app.component.ts","angular|hard|api-and-data-integration|curriculum"